"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.978300358E1,1.391454600E-2,-2.031943984E-3,6.961928844E-2,7.102526811E-2
3.979308958E1,-8.590086043E-2,2.066533919E-3,-1.755515403E-1,1.954522235E-1
3.980317458E1,-3.180640463E-2,2.059422015E-2,-1.807304192E-1,1.846598324E-1
3.981325958E1,5.358194735E-2,2.811566038E-2,-3.137674391E-2,6.816168644E-2
3.982334558E1,8.011657543E-2,9.404917471E-3,-1.530274808E-2,8.210537273E-2
3.983343058E1,7.286756292E-2,2.333564381E-4,-6.032981694E-2,9.460139002E-2
3.984351658E1,-3.847383846E-2,1.209107124E-2,-1.367055631E-1,1.425301415E-1
3.985360158E1,-6.741090473E-2,5.012843560E-2,-2.559016389E-1,2.693375928E-1
3.986368758E1,-1.180037189E-1,2.434013151E-3,7.341413140E-2,1.389979740E-1
3.987377258E1,7.186019730E-2,2.404102815E-2,-6.315519154E-2,9.864297851E-2
3.988385858E1,3.670856405E-2,3.921179362E-3,1.588279188E-2,4.018902089E-2
3.989394358E1,-6.448261913E-2,3.055670846E-2,-3.114168584E-2,7.785579747E-2
3.990402858E1,2.150010232E-2,-3.300826326E-3,-1.523363400E-1,1.538814814E-1
3.991411458E1,-4.268767096E-2,-7.165251151E-3,-3.199128628E-2,5.382397676E-2
3.992419958E1,6.638336621E-2,-2.132421076E-2,-1.315623522E-3,6.973667715E-2
3.993428558E1,5.393435173E-3,-2.758628865E-2,5.479074955E-2,6.158018107E-2
3.994437058E1,-5.203952495E-2,8.472250029E-3,-6.752715468E-2,8.567267824E-2
3.995445658E1,4.062506564E-2,-1.188209038E-2,-1.970815730E-1,2.015756098E-1
3.996454158E1,-7.914242931E-3,-1.385229142E-2,4.675024331E-2,4.939743382E-2
3.997462658E1,-2.106539838E-2,3.325335296E-2,-2.678141713E-2,4.761072143E-2
3.998471258E1,5.174087841E-2,2.871541797E-2,1.769367456E-2,6.176374217E-2
3.999479758E1,-5.235308189E-2,-1.504762904E-2,7.323052883E-2,9.126876068E-2
4.000488358E1,-2.426916093E-2,-7.770189464E-2,-3.972773731E-2,9.058073589E-2
4.001496858E1,7.525330000E-3,-1.255895858E-1,7.857663810E-2,1.483363163E-1
4.002505458E1,5.200725563E-2,-2.993195174E-2,5.482173979E-2,8.127791537E-2
4.003513958E1,3.335255463E-2,4.419259809E-2,2.908580482E-2,6.254088797E-2
4.004522458E1,-1.394052956E-2,-9.874850884E-4,4.728058577E-2,4.930281211E-2
4.005531058E1,8.258044593E-2,-2.608852436E-2,5.348448157E-3,8.676835282E-2
4.006539558E1,-4.982324749E-2,2.787508172E-2,5.583038449E-2,7.985241389E-2
4.007548158E1,-2.770228051E-2,8.895712696E-2,1.177687705E-2,9.391209515E-2
4.008556658E1,1.645647682E-2,6.783532122E-2,-7.481746316E-2,1.023235028E-1
4.009565258E1,-1.945887588E-2,4.694128281E-2,-1.568457127E-2,5.318023747E-2
4.010573758E1,3.604881540E-3,9.505599216E-3,-1.053358358E-1,1.058252800E-1
4.011582258E1,-4.166692983E-2,4.701771688E-2,-9.552011490E-2,1.143279978E-1
4.012590858E1,-7.508343838E-2,5.081093358E-2,-7.527997792E-2,1.178403529E-1
4.013599358E1,-3.755955320E-2,1.089763671E-1,-3.976223588E-2,1.219327849E-1
4.014607958E1,-8.865679935E-2,5.306264151E-2,-9.189484119E-3,1.037309916E-1
4.015616458E1,-2.543392628E-2,-2.990174722E-3,-9.921847880E-2,1.024701531E-1
4.016625058E1,-8.237743791E-2,-2.529023096E-2,-6.209976912E-2,1.062168507E-1
4.017633558E1,-3.473432478E-2,5.343688158E-2,-1.050387973E-1,1.228622097E-1
4.018642058E1,1.157987339E-1,4.614483722E-2,3.953010142E-2,1.307720218E-1
4.019650658E1,3.295746557E-2,-3.552285835E-2,2.627621770E-2,5.512265976E-2
4.020659158E1,-1.984117415E-2,-5.535811219E-2,8.521147370E-3,5.942055814E-2
4.021667758E1,-1.199347984E-1,-3.572500984E-2,-8.411395133E-2,1.507839149E-1
4.022676258E1,-6.616256073E-2,-2.093887925E-3,-6.200855255E-2,9.070242223E-2
4.023684858E1,7.373053886E-2,1.330300033E-2,1.093745077E-1,1.325743003E-1
4.024693358E1,1.020138133E-1,-1.147090550E-2,-1.212712526E-2,1.033705323E-1
4.025701858E1,3.004043587E-3,-2.089875273E-2,-6.687694430E-2,7.013064824E-2
4.026710458E1,-1.183214054E-1,2.295229487E-2,-5.161746562E-2,1.311149327E-1
4.027718958E1,-1.960998986E-2,-2.162870452E-2,-1.927575570E-1,1.949559652E-1
4.028727558E1,1.459519845E-2,-2.128366398E-2,1.015532720E-1,1.047811110E-1
4.029736058E1,7.391688231E-2,3.605054901E-2,3.068267941E-2,8.777684427E-2
4.030744658E1,5.526046369E-2,4.443735888E-2,-1.548038650E-1,1.702722359E-1
4.031753158E1,-5.657678157E-2,3.006932477E-2,-2.470448613E-2,6.866882946E-2
4.032761658E1,7.527961247E-3,-2.805817494E-2,-6.210210800E-2,6.856094515E-2
4.033770258E1,5.118908398E-2,1.611123528E-2,2.081374884E-2,5.755958966E-2
4.034778758E1,1.035227604E-2,6.809923165E-2,1.012012696E-1,1.224188382E-1
4.035787358E1,2.326088168E-2,-2.203992823E-2,-3.028857708E-3,3.218696991E-2
4.036795858E1,-6.287178431E-2,-5.411937956E-2,1.418353254E-1,1.643138096E-1
4.037804358E1,3.520743761E-2,-6.062306394E-4,-1.185078585E-1,1.236286525E-1
4.038812958E1,3.774655446E-2,6.974120289E-2,1.484023333E-3,7.931481627E-2
4.039821458E1,-4.280267838E-2,2.667170646E-2,1.332633072E-1,1.424870459E-1
4.040830058E1,8.673131123E-2,-4.515318599E-2,-1.885902464E-2,9.958309778E-2
4.041838558E1,5.097693969E-2,-1.313436526E-2,-8.527520835E-2,1.002148746E-1
4.042847058E1,-3.174029455E-2,7.117064155E-3,-1.065807080E-1,1.114340443E-1
4.043855658E1,-1.231569797E-4,8.261147272E-3,-1.036804891E-1,1.040091608E-1
4.044864158E1,1.051318045E-1,-5.745053831E-2,-2.273338974E-2,1.219428870E-1
4.045872758E1,9.339640617E-2,-1.227689621E-1,-7.098695219E-2,1.698065197E-1
4.046881258E1,-1.618322913E-2,-3.922697810E-2,-9.486347258E-2,1.039217549E-1
4.047889858E1,-5.984186679E-2,5.498367112E-2,-5.678757370E-2,9.914172501E-2
4.048898358E1,4.086165860E-2,-1.865113785E-2,-7.400703907E-2,8.657125342E-2
4.049906858E1,-3.341782417E-2,-1.252217777E-4,5.916797519E-2,6.795304217E-2
4.050915458E1,-9.434226640E-3,4.982101824E-2,-6.726695359E-2,8.423764916E-2
4.051923958E1,7.909747884E-3,7.648333490E-2,-3.911144078E-2,8.626685011E-2
4.052932558E1,-8.660384193E-2,4.677175010E-2,4.311678350E-2,1.074564054E-1
4.053941058E1,9.893890880E-2,8.473967649E-3,-5.524566293E-2,1.136344977E-1
4.054949558E1,5.277130399E-2,7.932090643E-4,-1.031004453E-1,1.158237520E-1
4.055958158E1,-6.194401391E-2,7.616438756E-2,-8.073133707E-2,1.271047740E-1
4.056966658E1,-1.306564358E-1,5.291295279E-2,-9.411970675E-2,1.694975043E-1
4.057975258E1,2.373238653E-4,-5.466086827E-3,1.598921120E-2,1.689938764E-2
4.058983758E1,8.637802977E-2,-4.589353942E-3,-5.580582619E-2,1.029393823E-1
4.059992258E1,-4.155747727E-2,2.090768801E-2,-3.102240264E-2,5.591551485E-2
4.061000858E1,-2.670763258E-2,1.674242166E-2,-9.140133619E-2,9.668407614E-2
4.062009358E1,5.852770507E-3,-1.507172825E-2,-9.327302992E-2,9.466398484E-2
4.063017958E1,1.490575869E-2,-1.204181302E-2,-3.661000192E-2,4.132165466E-2
4.064026721E1,1.019257396E-2,-3.392717147E-2,-7.579745650E-3,3.622697989E-2
4.065035321E1,2.922409147E-2,-2.232896341E-2,6.550694168E-2,7.512515915E-2
4.066043821E1,-1.894812159E-2,-2.341342092E-2,-4.509431183E-2,5.422837404E-2
4.067052321E1,-4.867719322E-2,1.671695201E-2,-4.735543013E-2,6.993899046E-2
4.068060921E1,-1.476641223E-3,1.670692038E-2,4.297528088E-2,4.613216258E-2
4.069069421E1,1.653541423E-2,2.133402312E-2,7.684118450E-2,8.144401820E-2
4.070078021E1,3.458039682E-2,-2.125543289E-2,7.062267065E-2,8.145648459E-2
4.071086521E1,-6.099713042E-2,-1.395194991E-2,2.530324101E-2,6.749489486E-2
4.072095021E1,-4.225351520E-2,1.753305886E-2,-1.933206439E-2,4.966383406E-2
4.073103621E1,-7.519391421E-2,1.256676279E-3,1.072718489E-1,1.310074560E-1
4.074112121E1,1.368088395E-1,6.949300686E-2,-1.103720427E-2,1.538432854E-1
4.075120721E1,-2.287788905E-2,4.552205393E-2,-1.361641109E-2,5.273577394E-2
4.076129221E1,-8.996445604E-2,2.102740975E-2,-6.526428223E-2,1.131157895E-1
4.077137721E1,-1.482305713E-2,1.435180809E-2,-1.966196430E-1,1.976992196E-1
4.078146321E1,9.638133667E-2,4.419543033E-2,-8.703405082E-2,1.371769810E-1
4.079154821E1,9.484278806E-2,1.364656080E-2,-3.456289172E-2,1.018625375E-1
4.080163421E1,-3.289570436E-3,-2.936014887E-2,-8.092312574E-2,8.614750081E-2
4.081171921E1,-1.001539237E-1,-6.332015611E-2,-1.665322101E-1,2.043849985E-1
4.082180421E1,6.437930614E-3,4.768550545E-3,-1.628087032E-1,1.630057050E-1
4.083189021E1,-1.062830117E-2,3.860956695E-2,8.589618266E-2,9.477243080E-2
4.084197521E1,6.835329317E-2,-2.613074994E-2,1.139370900E-1,1.354128844E-1
4.085206121E1,-2.953282446E-3,-3.341232413E-2,-1.808309913E-2,3.810647918E-2
4.086214621E1,-6.030825533E-2,1.981749292E-2,-1.531409168E-1,1.657768352E-1
4.087223221E1,-5.264321342E-4,2.775094030E-2,-9.198021054E-2,9.607679715E-2
4.088231721E1,2.719021060E-2,1.951904738E-2,1.637337327E-1,1.671198252E-1
4.089240221E1,7.219805673E-2,3.411762625E-2,6.089992046E-2,1.004259535E-1
4.090248821E1,4.948922530E-2,-5.147379313E-3,-2.958047926E-2,5.788509038E-2
4.091257321E1,-9.628657524E-2,-1.809609091E-2,-4.718703032E-2,1.087436844E-1
4.092265921E1,-5.223639339E-2,4.653800765E-2,-1.159286517E-1,1.354026559E-1
4.093274421E1,-9.437278155E-2,5.498034552E-2,9.232402682E-2,1.430132379E-1
4.094282921E1,1.426068655E-1,7.959520023E-3,5.453054845E-2,1.528844425E-1
4.095291521E1,1.251362622E-2,-5.253081897E-2,-4.199821115E-2,6.840999578E-2
4.096300021E1,-7.170608662E-2,-1.181762483E-2,-2.289301872E-2,7.619389360E-2
4.097308621E1,-2.216405366E-2,5.688196968E-2,-9.195214391E-2,1.103721003E-1
4.098317121E1,-1.036522032E-1,1.734887157E-3,1.339439231E-1,1.693746250E-1
4.099325621E1,5.161808688E-2,-7.270457178E-2,8.578216195E-2,1.237293860E-1
4.100334221E1,7.774742983E-2,-6.186222598E-2,4.973056912E-3,9.948029525E-2
4.101342721E1,-6.472473040E-2,4.886079580E-5,-3.942192793E-2,7.578510088E-2
4.102351321E1,6.227028854E-3,8.061480846E-3,-2.261106598E-1,2.263399961E-1
4.103359821E1,-9.625101686E-3,1.070577677E-2,3.887053549E-2,4.145087174E-2
4.104368321E1,1.060483921E-1,2.196343934E-2,2.411801040E-2,1.109519381E-1
4.105376921E1,7.935830120E-2,-2.966908285E-2,-6.357852995E-2,1.059255584E-1
4.106385421E1,-1.661439550E-1,-4.204787593E-2,2.005594969E-4,1.713822566E-1
4.107394021E1,-5.684772693E-2,4.451432286E-2,-2.621990901E-1,2.719587319E-1
4.108402521E1,1.374417275E-2,5.355459334E-2,1.369885683E-2,5.696187700E-2
4.109411021E1,4.930079877E-3,4.984983405E-2,1.231797838E-1,1.329758278E-1
4.110419621E1,1.049202815E-1,-3.217795864E-3,6.744178534E-3,1.051860429E-1
4.111428121E1,-8.448663823E-2,1.414947616E-2,-1.035103351E-1,1.343599240E-1
4.112436621E1,-2.168337598E-2,5.609029323E-2,-1.555610794E-1,1.667799125E-1
4.113445221E1,-1.115374658E-2,5.547193190E-2,1.009194338E-1,1.156990640E-1
4.114453721E1,1.352484004E-1,5.007440368E-2,1.044534910E-1,1.780733205E-1
4.115462321E1,1.681658491E-1,-4.568361981E-2,5.874288261E-2,1.838952750E-1
4.116470821E1,-4.577843606E-2,-1.160433119E-1,3.775547147E-2,1.303349189E-1
4.117479321E1,-1.560136173E-1,-3.135843482E-2,-1.835832757E-1,2.429535333E-1
4.118487921E1,3.405235671E-2,1.047103847E-1,-1.529982448E-2,1.111661473E-1
4.119496421E1,9.328278746E-2,-1.992520960E-2,1.667380321E-1,1.920944137E-1
4.120505021E1,5.602195390E-2,-1.059275923E-1,1.601833034E-1,2.000445071E-1
4.121513521E1,-7.335156620E-2,2.679565145E-2,-1.463207245E-1,1.658560026E-1
4.122522021E1,5.017130300E-3,8.530859230E-2,-3.406108367E-1,3.511672958E-1
4.123530621E1,-7.211517245E-2,5.334961189E-2,9.801804543E-2,1.328695466E-1
4.124539121E1,2.015787397E-2,-1.425703067E-2,1.353086632E-1,1.375428557E-1
4.125547721E1,1.681992878E-1,1.578052042E-2,-1.046751004E-1,1.987382749E-1
4.126556221E1,-8.001633223E-2,-2.091750037E-2,-8.574883282E-2,1.191344517E-1
4.127564721E1,-2.134184743E-1,2.087965792E-2,-1.789587128E-1,2.793020339E-1
4.128573321E1,5.586524852E-2,1.032540809E-1,-1.146843642E-1,1.641183555E-1
4.129581821E1,6.314568982E-2,-1.203932567E-2,6.219157040E-2,8.944336160E-2
4.130590321E1,-6.085986704E-2,-8.238918716E-2,8.762695849E-2,1.347975721E-1
4.131598921E1,-1.855034282E-1,2.772411620E-2,-4.684204459E-2,1.933244052E-1
4.132607421E1,1.295387039E-1,8.844149390E-2,-2.416665924E-1,2.881057367E-1
4.133616021E1,2.495540477E-2,-4.828458924E-2,1.212700832E-1,1.328932160E-1
4.134624521E1,-1.265622519E-1,-6.789317211E-2,1.889399099E-1,2.373305206E-1
4.135633021E1,8.344338533E-2,-9.355202434E-4,-1.024940890E-1,1.321692553E-1
4.136641621E1,1.102083206E-2,1.984669246E-2,-9.044473171E-3,2.443670264E-2
4.137650121E1,-3.960743085E-2,-2.718423547E-2,-4.638128400E-2,6.677540522E-2
4.138658721E1,-2.252957772E-2,-5.259645854E-3,-3.002720654E-2,3.790618524E-2
4.139667221E1,1.229194365E-3,4.240358764E-2,-6.740202427E-2,7.964049246E-2
4.140675721E1,5.068457890E-2,-2.209375916E-2,5.943460822E-2,8.117594094E-2
4.141684321E1,-8.300659832E-2,-7.190634005E-3,5.250448823E-2,9.848107364E-2
4.142692821E1,1.261208967E-1,4.460436541E-3,-2.375220859E-1,2.689667589E-1
4.143701321E1,8.431845769E-2,-3.575508418E-2,-6.602792859E-2,1.129057824E-1
4.144709921E1,-2.475792968E-1,3.681224021E-2,4.658476710E-2,2.545992729E-1
4.145718421E1,1.663277037E-2,1.276396197E-1,-1.542062795E-1,2.008683604E-1
4.146727021E1,1.005212384E-1,-2.538744092E-2,2.084181547E-2,1.057517036E-1
4.147735521E1,1.495736036E-2,-3.624815064E-2,1.520393014E-2,4.205722941E-2
4.148744021E1,5.175334029E-3,8.169101134E-2,-1.500506634E-1,1.709251503E-1
4.149752621E1,7.606507625E-2,1.040940517E-1,-1.123337835E-1,1.709980887E-1
4.150761121E1,1.162196238E-2,-6.588666352E-2,8.828009248E-2,1.107677623E-1
4.151769621E1,-5.965552334E-2,-4.322806332E-2,7.179094434E-2,1.028658671E-1
4.152778221E1,5.803697750E-2,-4.169341133E-3,-2.603917158E-1,2.668136425E-1
4.153786721E1,1.062540314E-1,1.195207196E-2,4.179706693E-2,1.148031620E-1
4.154795321E1,-1.714846556E-1,-5.637538154E-3,1.844217664E-1,2.518931457E-1
4.155803821E1,2.474066578E-2,-1.983404785E-2,-1.093633980E-1,1.138676548E-1
4.156812321E1,3.409584537E-2,3.662045382E-2,-1.395332766E-1,1.482333282E-1
4.157820921E1,-7.955692381E-2,4.409891473E-2,1.196340322E-3,9.096949838E-2
4.158829421E1,3.135262415E-2,2.454458306E-2,-6.749441028E-3,4.038537548E-2
4.159837921E1,1.272920575E-1,-2.623247322E-2,4.547905862E-2,1.376944274E-1
4.160846521E1,5.912090510E-2,9.727756865E-4,5.428964317E-2,8.027199429E-2
4.161855021E1,-1.061833897E-1,3.527511913E-2,3.561422110E-2,1.174206925E-1
4.162863621E1,-2.088058982E-2,3.007444108E-2,-1.131722742E-1,1.189471929E-1
4.163872121E1,8.991285436E-2,-1.489817558E-2,-1.893445373E-2,9.308485673E-2
4.164880229E1,-1.406820352E-1,-1.507499903E-2,1.815028363E-1,2.301346784E-1
4.165888829E1,-5.323334366E-2,1.673241058E-2,-1.548284233E-2,5.790924665E-2
4.166897329E1,4.716002349E-2,4.450582612E-2,-9.034474432E-2,1.112070555E-1
4.167905829E1,-3.432922237E-2,-2.475119077E-2,1.043774772E-1,1.126311444E-1
4.168914429E1,-2.167599387E-2,-3.141681561E-2,-8.006241560E-2,8.869529528E-2
4.169922929E1,-9.013080932E-3,-2.978091314E-2,-9.613056421E-2,1.010407036E-1
4.170931529E1,-1.280277103E-2,-6.376187671E-3,-3.763911188E-2,4.026499048E-2
4.171940029E1,-3.585468784E-2,-1.732502589E-2,-2.004776359E-2,4.458282166E-2
4.172948529E1,1.149229306E-1,1.836199304E-2,-1.719519943E-1,2.076341280E-1
4.173957129E1,-1.968172789E-3,-1.514721215E-3,-1.064152318E-1,1.064442091E-1
4.174965629E1,-1.372310450E-1,-1.540666635E-2,2.496293306E-2,1.403312977E-1
4.175974129E1,1.695275925E-2,8.502838276E-3,-1.449665093E-1,1.462018575E-1
4.176982729E1,1.764497457E-1,3.504850298E-2,-1.084787142E-1,2.100727059E-1
4.177991229E1,-8.283545762E-2,-1.023080014E-3,-5.360727310E-2,9.867370198E-2
4.178999829E1,3.054019008E-2,2.029267056E-2,-5.728692591E-2,6.801681828E-2
4.180008329E1,-2.155908611E-2,-1.183706911E-2,-5.255594373E-2,5.802618047E-2
4.181016829E1,-1.188315019E-2,4.806458775E-2,-3.578788340E-2,6.109162342E-2
4.182025429E1,-9.218965050E-2,5.093290284E-2,2.965123057E-3,1.053654792E-1
4.183033929E1,1.560146771E-3,7.097204179E-2,5.417562246E-2,8.929984794E-2
4.184042429E1,9.585033640E-2,3.056796207E-2,-4.086794436E-2,1.085904055E-1
4.185051029E1,6.311729427E-2,7.716570497E-3,7.952271760E-2,1.018194525E-1
4.186059529E1,1.065633126E-2,6.550160609E-4,9.475412965E-3,1.427479922E-2
4.187068129E1,6.196754895E-2,1.251760963E-2,-5.356224954E-2,8.285880913E-2
4.188076629E1,-4.404809877E-2,-1.822250497E-3,8.126284897E-2,9.245110181E-2
4.189085129E1,1.921683770E-2,-8.879474339E-3,5.276001155E-2,5.684848929E-2
4.190093729E1,2.451193001E-2,-3.357900633E-2,3.582355142E-2,5.487905989E-2
4.191102229E1,-1.021154452E-1,-6.707836261E-2,-5.104853153E-2,1.324123237E-1
4.192110729E1,-2.754469804E-2,4.035496082E-2,-1.063175833E-1,1.170071014E-1
4.193119329E1,-5.302035883E-3,7.636125600E-2,-2.541199923E-3,7.658727505E-2
4.194127829E1,1.139988878E-1,-2.574969649E-2,-4.908737540E-3,1.169738817E-1
4.195136329E1,-6.902093556E-2,-7.401849596E-2,1.133792657E-1,1.519785681E-1
4.196144929E1,-1.368007265E-2,-2.453732885E-2,-8.195925236E-2,8.664031361E-2
4.197153429E1,7.038571224E-2,2.311607173E-2,-2.641070366E-2,7.865129704E-2
4.198162029E1,-2.293669011E-2,4.035161695E-2,3.619426489E-2,5.885889529E-2
4.199170529E1,-3.801940016E-2,4.986317301E-2,-9.211703539E-2,1.114332043E-1
4.200179029E1,1.861669410E-2,-2.741801446E-2,-3.029150069E-2,4.489881769E-2
4.201187629E1,-1.400735593E-1,-6.505001832E-2,4.264725208E-2,1.602213937E-1
4.202196129E1,-5.003502633E-2,2.963039987E-3,-7.618220329E-2,9.119216833E-2
4.203204629E1,8.057989419E-2,8.005788401E-2,-9.396124721E-2,1.474147215E-1
4.204213229E1,1.915255487E-2,1.870683258E-2,-5.634727836E-2,6.238414640E-2
4.205221729E1,-9.986280542E-2,-5.976281974E-2,1.387193441E-1,1.810724467E-1
4.206230229E1,4.003332742E-2,-3.489961825E-2,-1.192902160E-1,1.305787360E-1
4.207238829E1,5.547125582E-2,2.099128492E-2,-3.801801145E-2,7.044901319E-2
4.208247329E1,4.908737540E-4,4.733505623E-2,1.311518776E-1,1.394333659E-1
4.209255829E1,1.193223026E-2,3.668979586E-2,-1.518288016E-1,1.566540911E-1
4.210264429E1,5.229822770E-2,4.020691663E-4,-4.284605742E-2,6.760954752E-2
4.211272929E1,-4.076430246E-2,-4.370722437E-2,9.681234956E-3,6.054565325E-2
4.212281529E1,-3.508161284E-2,1.164825657E-2,-1.164344358E-1,1.221612839E-1
4.213290029E1,1.691946667E-2,6.585989423E-2,-8.342748821E-2,1.076287128E-1
4.214298529E1,7.859681100E-2,1.507728310E-2,-7.501919210E-2,1.096934927E-1
4.215307129E1,-1.187212819E-1,-5.750652540E-2,3.640944242E-2,1.368480571E-1
4.216315629E1,-1.724261304E-1,-1.900447413E-2,-2.549736857E-2,1.753341276E-1
4.217324129E1,1.531946747E-1,4.299505178E-2,-2.462911552E-1,2.932175233E-1
4.218332729E1,-1.669248506E-2,3.392196380E-2,-2.507695377E-2,4.536730426E-2
4.219341229E1,-6.707732107E-2,1.747263154E-2,-1.522614956E-2,7.096827098E-2
4.220349729E1,1.305286375E-1,2.214402694E-2,-5.435279310E-2,1.431164186E-1
4.221358329E1,6.480432563E-3,-1.189519408E-2,-5.809091806E-2,5.964936219E-2
4.222366829E1,-1.713720236E-2,-3.383772963E-2,-1.306133491E-1,1.360092740E-1
4.223375329E1,-1.456037097E-2,-8.216765535E-3,-9.292629004E-2,9.441829811E-2
4.224383929E1,3.303494118E-3,2.598537125E-2,-4.911485732E-2,5.566346919E-2
4.225392429E1,-1.728374820E-2,-3.190260960E-2,8.558569551E-3,3.727939865E-2
4.226400929E1,-5.790599987E-2,-2.750336554E-2,-1.779448056E-1,1.891398789E-1
4.227409529E1,8.040254083E-2,-2.337607183E-3,-1.653317767E-1,1.838603529E-1
4.228418029E1,4.797000904E-2,1.214722507E-2,-2.377501273E-1,2.428452180E-1
4.229426529E1,-6.830457855E-2,4.162017038E-2,-3.085938227E-1,3.187913133E-1
4.230435129E1,9.833006747E-2,4.248952344E-2,-6.171882302E-1,6.264147773E-1
4.231443629E1,-1.337762542E-2,-4.450474804E-2,-4.708294988E-1,4.731173748E-1
4.232452129E1,-7.467972469E-2,-4.237915725E-2,-5.593434799E-1,5.658959116E-1
4.233460729E1,-2.371864557E-2,5.566593155E-2,-6.602599901E-1,6.630267903E-1
4.234469229E1,5.106508646E-2,3.621571458E-2,-4.592578590E-1,4.635051263E-1
4.235477729E1,-1.761445941E-1,2.641494289E-2,-1.883768231E-1,2.592498693E-1
4.236486329E1,-9.737463243E-2,-1.811196975E-2,-2.956796622E-1,3.118273964E-1
4.237494829E1,7.063213583E-2,1.122453444E-2,-3.192608982E-1,3.271733637E-1
4.238503329E1,-1.974074822E-2,-1.363134205E-2,-2.252633983E-1,2.265372138E-1
4.239511929E1,-6.121340431E-3,-2.417661047E-2,-2.017991066E-1,2.033343521E-1
4.240520429E1,6.050008055E-2,3.337040462E-2,-3.791299546E-1,3.853743195E-1
4.241528929E1,-2.201860417E-2,-2.063716521E-2,-4.739343703E-1,4.748941975E-1
4.242537529E1,-8.521275278E-2,-6.247247430E-2,-4.712253553E-1,4.829258315E-1
4.243546029E1,-4.202602196E-2,-3.302145832E-2,-5.848472804E-1,5.872843814E-1
4.244554529E1,-5.537174352E-2,5.268915061E-2,-6.472382408E-1,6.517357724E-1
4.245563129E1,-9.272288002E-2,6.120331787E-2,-5.961785996E-1,6.064423313E-1
4.246571629E1,-8.809966933E-2,4.926827364E-3,-5.552556914E-1,5.622230058E-1
4.247580129E1,-1.222203288E-2,-1.552293230E-2,-6.326763350E-1,6.329847426E-1
4.248588729E1,3.960691921E-2,3.406790436E-2,-6.412682337E-1,6.433927864E-1
4.249597229E1,-7.409028880E-2,3.676847974E-2,-5.572092462E-1,5.633146865E-1
4.250605729E1,-4.663311627E-2,2.059069355E-2,-5.879182380E-1,5.901241215E-1
4.251614329E1,4.081422307E-2,-3.239812686E-2,-5.844829988E-1,5.868013423E-1
4.252622829E1,-8.470751680E-2,-1.870434752E-2,-5.687551582E-1,5.753326394E-1
4.253631329E1,-1.286943660E-1,4.099641865E-2,-6.343954164E-1,6.486142848E-1
4.254639929E1,-4.540315446E-2,5.631784128E-2,-7.630809385E-1,7.665022272E-1
4.255648429E1,3.048018303E-2,2.023703065E-3,-6.053949809E-1,6.061651754E-1
4.256656929E1,-2.578388214E-2,-2.390840599E-2,-6.545162702E-1,6.554601196E-1
4.257665529E1,-4.877750952E-2,3.219933752E-2,-7.841683370E-1,7.863434514E-1
4.258674029E1,3.292804677E-2,6.436222130E-2,-7.934250641E-1,7.967120459E-1
4.259682529E1,-3.891175836E-3,4.383018035E-3,-8.020391822E-1,8.020605974E-1
4.260691129E1,2.491206229E-3,-8.951981183E-2,-7.496206480E-1,7.549510704E-1
4.261699629E1,-5.874354042E-2,-6.542937471E-2,-8.279938030E-1,8.326497129E-1
4.262708129E1,-9.870067131E-2,-4.381026328E-3,-8.979112995E-1,9.033303480E-1
4.263716629E1,-2.703672118E-2,1.852385128E-2,-8.573696297E-1,8.579958038E-1
4.264725246E1,6.116019465E-2,-9.947977625E-3,-8.344368500E-1,8.367343594E-1
4.265733746E1,4.089955587E-2,-7.154287621E-3,-9.306527835E-1,9.315785318E-1
4.266742246E1,-7.584511131E-2,6.821544506E-2,-9.862253058E-1,9.914868540E-1
4.267750846E1,-9.668623243E-2,1.443885852E-2,-1.017153568E0,1.021840540E0
4.268759346E1,-5.901021000E-2,-7.872857891E-3,-9.220491904E-1,9.239690992E-1
4.269767846E1,2.260957494E-2,2.588123828E-4,-8.267161864E-1,8.270253398E-1
4.270776446E1,1.502252027E-2,3.403901774E-2,-9.608010274E-1,9.615211621E-1
4.271784946E1,-8.572018147E-2,-8.331058044E-3,-1.002658321E0,1.006350368E0
4.272793446E1,-5.438444115E-2,2.356846349E-2,-1.063814934E0,1.065464853E0
4.273802046E1,-2.503700998E-2,-2.266828693E-2,-9.412017453E-1,9.418075326E-1
4.274810546E1,-8.506295443E-2,-1.227801997E-2,-9.707524037E-1,9.745494781E-1
4.275819046E1,-1.204418982E-1,-2.557175612E-2,-1.062003466E0,1.069117172E0
4.276827646E1,-4.987558007E-2,1.476208163E-2,-9.981150341E-1,9.994694162E-1
4.277836146E1,-8.043634504E-2,-4.637572914E-4,-1.206469454E0,1.209147950E0
4.278844646E1,-6.466201901E-2,-8.989984430E-3,-1.085778830E0,1.087739704E0
4.279853246E1,-5.435217183E-2,-1.252369439E-2,-9.733058828E-1,9.749027352E-1
4.280861746E1,-1.182975780E-2,-3.216383624E-2,-9.727568293E-1,9.733603158E-1
4.281870246E1,-3.608525086E-2,2.106247477E-2,-8.567895859E-1,8.578077685E-1
4.282878846E1,-9.288360536E-2,-5.545024239E-3,-9.484277344E-1,9.529812584E-1
4.283887346E1,-6.900785241E-2,-3.389409816E-2,-9.720458078E-1,9.750815074E-1
